	Store Number	City	2015 Sales	2015 Sales mean	County Number	Price per Liter mean	Zip Code	2015 Volume Sold (Liters)	2015 Volume Sold (Liters) mean	2015 Margin mean	2015 Margin sum	2015 Sales Q1	2016 Sales Q1	County Name
180	2956	DES MOINES	2817.78	108.376153846	77.0	13.557032967	50300	242.25	9.31730769231	36.1742307692	940.53	8619.44	16669.54	Mahaska
181	2958	DES MOINES	1814.86	82.4936363636	77.0	10.2431601732	50317	187.7	8.53181818182	27.5131818182	605.29	592.58	519.54	Black Hawk
182	2959	DES MOINES	8619.44	82.8792307692	77.0	15.6710531136	50310	674.0	6.48076923077	27.7055769231	2881.38	4239.01	8562.12	Johnson
183	2961	WEST DES MOINES	592.58	98.7633333333	77.0	24.9411111111	50265	28.0	4.66666666667	32.9233333333	197.54	4478.6	1796.13	Cedar
184	2962	JOHNSTON	4239.01	63.2688059701	77.0	14.9245202559	50131	362.0	5.40298507463	21.3280597015	1428.98	2160.07	9450.35	Story
185	2963	CLIVE	4478.6	95.2893617021	77.0	18.3818034448	50325	273.75	5.82446808511	32.0425531915	1506.0	1961.68	49187.88	Woodbury
186	3013	BLOOMFIELD	11152.82	65.6048235294	26.0	14.5013361345	52537	902.75	5.31029411765	21.9444705882	3730.56	2899.9	7665.01	Linn
187	3041	COLFAX	8266.29	71.2611206897	50.0	12.7514829639	50054	783.98	6.75844827586	23.8425862069	2765.74	3349.31	74874.12	Clayton
188	3045	BRITT	9200.93	87.6279047619	41.0	12.8258185941	50423	942.5	8.97619047619	29.4896190476	3096.41	2195.54	11593.45	Story
189	3054	GRINNELL	12569.81	67.5796236559	79.0	21.9257104455	50112	733.39	3.94295698925	22.5506989247	4194.43	801.72	3686.68	Black Hawk
190	3056	CLARION	7059.64	75.9101075269	99.0	14.5074756784	50525	588.25	6.3252688172	25.3633333333	2358.79	4828.98	2019.61	Sac
191	3065	MONTEZUMA	7227.66	65.1140540541	79.0	14.5663320463	50171	621.0	5.59459459459	21.7324324324	2412.3	29695.26	53080.56	Polk
192	3162	MUSCATINE	21519.65	79.408302583	70.0	12.4566543665	52761	2055.0	7.58302583026	26.5457933579	7193.91	105921.75	754.51	Polk
193	3354	DAVENPORT	240153.72	767.26428115	82.0	18.9118652061	52807	16502.25	52.7228434505	256.146805112	80173.95	27330.77	3589.47	Polk
194	3385	CEDAR RAPIDS	439584.35	921.56048218	57.0	19.0823250474	52402	31423.0	65.8763102725	308.353501048	147084.62	648.84	37618.68	Black Hawk
195	3390	MILFORD	134738.33	171.860114796	30.0	17.59692605	51351	9739.56	12.4229081633	57.3540306122	44965.56	9545.03	8293.3	Dubuque
196	3393	RICEVILLE	2334.69	83.3817857143	66.0	13.2742006803	50466	199.5	7.125	27.8057142857	778.56	2243.65	7361.75	Des Moines
197	3400	DES MOINES	40290.75	131.669117647	77.0	16.6894679534	50317	2658.62	8.68830065359	43.9411437908	13445.99	4759.52	5442.22	Wapello
198	3403	COLUMBUS JUNCTION	9874.08	46.7965876777	58.0	16.8211323629	52738	671.65	3.18317535545	15.6206635071	3295.96	83420.58	21868.32	
199	3417	MARENGO	31323.68	92.1284705882	48.0	13.542442577	52301	2655.5	7.81029411765	30.9394705882	10519.42	3615.84	10531.06	Monona
200	3420	WINDSOR HEIGHTS	348837.36	1035.12569733	77.0	18.8971131836	50311	25075.5	74.4080118694	345.792997033	116532.24	949.71	3400.92	Des Moines
201	3437	NORWALK	20389.68	130.703076923	91.0	12.9258202952	50211	1737.0	11.1346153846	43.9071153846	6849.51	6732.26	3303.96	Polk
202	3440	DES MOINES	969.71	37.2965384615	77.0	15.968321525	50309	85.95	3.30576923077	12.4676923077	324.16	54233.74	3924.64	Polk
203	3443	COUNCIL BLUFFS	53834.76	143.943208556	78.0	13.962216286	51503	4258.46	11.3862566845	48.1271390374	17999.55	6950.28	4057.46	Polk
204	3447	SIOUX CITY	187650.04	647.069103448	97.0	17.7300968801	51106	13082.5	45.1120689655	216.149034483	62683.22	11752.3	12647.04	Johnson
205	3451	DEWITT	6950.28	289.595	23.0	12.1916468254	52742	748.5	31.1875	105.44	2530.56	1964.59	8988.66	Winneshiek
206	3456	CLEAR LAKE	69189.36	87.5814683544	17.0	18.019231471	50428	4788.19	6.061	29.2478101266	23105.77	1863.43	3431.57	Scott
207	3461	STUART	11754.24	73.9260377358	1.0	13.737268261	50250	1095.29	6.8886163522	24.6937735849	3926.31	16112.64	16596.2	Pottawattamie
208	3465	PANORA	10693.32	65.603190184	39.0	14.0773152206	50216	917.5	5.62883435583	21.9596932515	3579.43	1083.27	1147.87	Black Hawk
209	3477	COUNCIL BLUFFS	129421.86	650.361105528	78.0	14.5344915051	51501	9688.5	48.6859296482	217.206030151	43224.0	3972.51	780.45	Kossuth
210	3484	MARCUS	4020.39	63.8157142857	18.0	13.4464928193	51035	344.25	5.46428571429	21.380952381	1347.0	22481.34	12588.78	Dallas
211	3488	BELLEVUE	18743.79	122.508431373	49.0	15.1034858388	52031	1481.1	9.68039215686	40.9422875817	6264.17	7019.15	486.96	Polk
212	3494	WATERLOO	140733.54	574.422612245	7.0	16.9893955296	50702	11827.5	48.2755102041	192.032081633	47047.86	8671.67	11472.84	Wapello
213	3495	MONTICELLO	33346.6	37.3840807175	53.0	15.4699942898	52310	2658.11	2.97994394619	12.5068609865	11156.12	22330.13	2429.22	Polk
214	3514	FORT DODGE	35037.48	114.128599349	94.0	18.7839262652	50501	2266.02	7.38117263844	38.1199022801	11702.81	43825.26	1489.8	Allamakee
215	3521	COUNCIL BLUFFS	40893.92	332.470894309	78.0	23.1683817267	51501	1718.25	13.9695121951	110.865772358	13636.49	10447.69	14883.53	Buena Vista
216	3524	AMES	180805.62	762.892911392	85.0	17.9857685353	50010	12190.5	51.4367088608	255.394683544	60528.54	2518.24	10481.88	Clayton
217	3525	WASHINGTON	53040.25	130.641009852	92.0	19.0282472036	52353	3483.09	8.57903940887	43.5767487685	17692.16	4916.29	6139.25	Winnebago
218	3528	MASON CITY	16048.96	172.569462366	17.0	20.0390181772	50401	901.6	9.69462365591	57.7653763441	5372.18	3452.6	7531.08	Johnson
219	3529	CHEROKEE	5886.54	50.7460344828	18.0	16.7829806197	51012	399.91	3.4475	16.9455172414	1965.68	4200.99	3028.44	Pottawattamie
220	3540	DAVENPORT	20284.2	141.847552448	82.0	18.5133716284	52807	1192.2	8.33706293706	47.3684615385	6773.69	7155.15	11230.26	Scott
221	3542	ST ANSGAR	11801.35	95.1721774194	66.0	15.9237941628	50472	987.25	7.96169354839	31.7791935484	3940.62	16819.56	6007.02	Cerro Gordo
222	3549	FORT MADISON	33329.87	212.292165605	56.0	21.3557658477	52627	2252.62	14.3478980892	70.9592356688	11140.6	8480.04	7352.28	Hamilton
223	3562	WEST BURLINGTON	65389.26	159.87594132	29.0	14.344887647	52655	5116.5	12.5097799511	53.5566748166	21904.68	3676.35	10350.78	Polk
224	3563	MUSCATINE	41926.36	166.374444444	70.0	13.9090929705	52761	3200.0	12.6984126984	55.5580952381	14000.64	16411.67	3848.94	Buena Vista
225	3565	IOWA CITY	18306.77	69.6074904943	52.0	18.6445574118	52246	1265.89	4.81326996198	23.2897338403	6125.2	1213.25	1278.79	Guthrie
226	3573	OTTUMWA	68700.69	127.93424581	90.0	18.360990492	52501	4313.9	8.03333333333	42.6742271881	22916.06	162.6	11125.8	Bremer
227	3576	HARTLEY	10351.74	105.63	71.0	13.2668464529	51346	1049.9	10.7132653061	36.2784693878	3555.29	6501.08	7353.36	Cerro Gordo
228	3582	LEON	2169.62	108.481	27.0	13.2131666667	50144	174.0	8.7	36.372	727.44	996.36	7793.4	Boone
229	3584	OELWEIN	27413.67	148.182	33.0	13.9277012651	50662	2271.53	12.2785405405	49.8485405405	9221.98	803.64	778.83	Pottawattamie
230	3587	KEOKUK	3002.46	136.475454545	56.0	11.463030303	52632	310.5	14.1136363636	45.5836363636	1002.84	9170.94	5954.38	Polk
231	3591	ACKLEY	2602.0	76.5294117647	94.0	15.4234733894	50601	225.5	6.63235294118	25.5173529412	867.59	1699.77	3612.18	Winneshiek
232	3592	FORT DODGE	51327.84	159.899813084	42.0	14.3836596944	50501	4039.5	12.5841121495	53.5622429907	17193.48	1389.6	1901.44	Wright
233	3606	GRUNDY CENTER	7716.58	82.9739784946	38.0	14.987593446	50638	596.0	6.40860215054	27.6767741935	2573.94	15023.65	2394.38	Dubuque
234	3611	LOGAN	6407.76	103.350967742	43.0	11.1080721966	51546	607.5	9.79838709677	34.6374193548	2147.52	11520.3	382.68	Scott
235	3612	MAQUOKETA	53379.84	68.8772129032	49.0	14.7979420729	52060	4128.83	5.32752258065	22.9849032258	17813.3	7742.54	3817.62	Black Hawk
236	3618	CEDAR RAPIDS	64153.98	206.282893891	57.0	14.1392420763	52404	5262.0	16.9196141479	69.0115755627	21462.6	7323.54	1842.96	Polk
237	3621	SHELDON	31043.53	75.531703163	71.0	17.2912465452	51201	2562.93	6.23583941606	25.2555231144	10380.02	4291.14	9557.16	Linn
238	3622	SPIRIT LAKE	41171.16	192.388598131	30.0	15.4647485536	51360	3274.5	15.3014018692	64.2591588785	13751.46	10197.12	3034.0	Des Moines
239	3624	NEWTON	17259.12	158.340550459	50.0	15.1837833115	50208	1306.5	11.9862385321	52.8500917431	5760.66	5113.56	7310.7	Woodbury
240	3625	ANKENY	50380.86	183.203127273	77.0	14.8923393939	50021	3951.0	14.3672727273	61.1410909091	16813.8	9735.6	11704.8	Clay
241	3626	SPENCER	31938.6	167.217801047	21.0	13.2230640738	51301	2842.5	14.8821989529	55.9859685864	10693.32	10973.34	658.53	Linn
242	3628	CEDAR RAPIDS	41413.14	161.770078125	57.0	14.1208686756	52402	3211.5	12.544921875	54.1103125	13852.24	4741.79	67.5	Polk
243	3629	COUNCIL BLUFFS	45812.04	153.731677852	78.0	13.7484787472	51503	3709.5	12.4479865772	51.3217449664	15293.88	9043.14	3751.66	Jasper
244	3631	AUDUBON	8754.68	76.7954385965	5.0	14.6232623225	50025	797.25	6.99342105263	25.894122807	2951.93	1441.27	2830.94	Polk
245	3632	DUBUQUE	40977.9	140.817525773	31.0	13.9387056128	52003	3184.5	10.9432989691	47.0618556701	13695.0	13865.28	1338.84	Poweshiek
246	3635	OGDEN	6219.91	76.7890123457	8.0	14.6674661964	50212	507.75	6.26851851852	25.6913580247	2081.0	6809.4	3229.72	Marion
247	3644	ALTOONA	59082.3	167.371954674	77.0	15.5285579388	50009	4272.0	12.1019830028	55.9414164306	19747.32	8053.56	2681.1	Scott
248	3645	WINDSOR HEIGHTS	30602.76	159.389375	77.0	15.4871155754	50311	2191.5	11.4140625	53.2146875	10217.22	690.42	2431.38	Muscatine
249	3647	CLINTON	41206.62	162.87201581	23.0	13.5875399962	52732	3402.0	13.4466403162	54.3780237154	13757.64	3715.72	3008.58	Monona
250	3648	FAIRBANK	4294.71	61.353	10.0	15.3782789116	50629	380.25	5.43214285714	20.6594285714	1446.16	3054.24	2257.9	Polk
251	3650	HOLSTEIN	23756.4	92.0790697674	47.0	17.819155639	51025	1597.0	6.18992248062	30.7538372093	7934.49	867.43	4780.2	Jones
252	3651	INDIANOLA	16242.84	138.827692308	91.0	13.2153520554	50125	1333.5	11.3974358974	46.3379487179	5421.54	2312.42	8299.14	Cerro Gordo
253	3652	IDA GROVE	3901.24	177.329090909	47.0	16.1263636364	51445	251.5	11.4318181818	59.1313636364	1300.89	1900.56	5997.76	Johnson
254	3654	BELMOND	9479.3	141.482089552	99.0	13.4591613362	50421	819.75	12.2350746269	47.2194029851	3163.7	6208.08	4543.14	Scott
255	3655	SIOUX CITY	9142.26	95.231875	97.0	21.1315972222	51104	577.45	6.01510416667	31.8780208333	3060.29	3404.34	1858.8	Polk
256	3656	ANKENY	20611.26	174.671694915	77.0	18.6031234867	50021	1186.5	10.0550847458	58.4623728814	6898.56	5653.98	1981.88	Sioux
257	3660	KNOXVILLE	13818.6	139.581818182	63.0	14.0705916306	50138	1059.0	10.696969697	46.6448484848	4617.84	2643.93	7752.24	Buchanan
258	3663	WATERLOO	33199.62	173.82	7.0	13.4721017203	50702	2722.5	14.2539267016	58.2069109948	11117.52	5832.06	4066.48	Black Hawk
259	3664	NORTHWOOD	11226.05	67.2218562874	98.0	14.4614635016	50459	954.41	5.71502994012	22.4646107784	3751.59	6853.5	2510.46	Story
260	3666	CEDAR RAPIDS	30745.8	175.690285714	57.0	17.4896571429	52404	1977.0	11.2971428571	58.7804571429	10286.58	938.82	4581.78	Scott
261	3670	CORALVILLE	45033.36	152.13972973	52.0	13.3796637709	52241	3624.75	12.245777027	50.8833783784	15061.48	292.02	10660.26	Franklin
262	3676	GREENE	3939.16	46.3430588235	12.0	15.1192058824	50636	354.62	4.172	15.5347058824	1320.45	4326.54	9471.96	Dallas
263	3677	EVERLY	573.51	95.585	21.0	11.5413492063	51338	56.25	9.375	31.94	191.64	3977.9	6404.17	Story
264	3678	DES MOINES	17220.56	113.293157895	77.0	23.6833333333	50320	1019.7	6.70855263158	37.8247368421	5749.36	6996.28	6666.36	Washington
265	3679	MONONA	12115.68	54.5751351351	22.0	16.1793146718	52159	803.09	3.61752252252	18.2432432432	4050.0	1210.47	10666.58	Polk
266	3682	WESLEY	23243.51	166.025071429	55.0	18.2878613946	50483	1692.87	12.0919285714	55.6324285714	7788.54	2252.86	10577.22	Polk
267	3688	FREDERICKSBURG	4154.49	69.2415	19.0	13.2752539683	50630	400.5	6.675	23.1905	1391.43	4932.38	5548.3	Delaware
268	3690	WATERLOO	14908.31	147.607029703	7.0	18.2156907119	50702	835.75	8.27475247525	49.3165346535	4980.97	16331.52	4686.4	Des Moines
269	3691	URBANDALE	28984.64	221.256793893	77.0	18.4174272992	50322	1676.1	12.7946564885	73.8354198473	9672.44	2383.77	2629.64	Woodbury
270	3692	MT VERNON	16331.52	226.826666667	57.0	20.5958068783	52314	1279.25	17.7673611111	75.6269444444	5445.14	4128.6	5587.74	Grundy
271	3695	REMSEN	10120.82	96.3887619048	75.0	15.3609331066	51050	837.35	7.97476190476	32.2803809524	3389.44	2133.58	3741.12	Winneshiek
272	3696	DES MOINES	13050.3	151.747674419	77.0	16.0187430786	50315	844.5	9.81976744186	50.7823255814	4367.28	7722.08	5593.86	
273	3698	WEST DES MOINES	13544.38	104.187538462	77.0	29.4659850947	50266	576.3	4.43307692308	34.7753076923	4520.79	5376.84	2082.9	Cherokee
274	3700	AVOCA	31242.73	91.6209090909	78.0	16.6227508471	51521	2157.16	6.32598240469	30.5631964809	10422.05	8182.95	3956.28	Linn
275	3704	EMMETSBURG	22466.76	46.3232164948	74.0	16.8919409477	50536	1606.7	3.31278350515	15.4881237113	7511.74	4076.36	1489.54	Humboldt
276	3705	ROCK RAPIDS	29694.56	95.1748717949	60.0	16.6705626989	51246	2189.0	7.01602564103	31.8175	9927.06	1076.4	13975.02	Clayton
277	3707	CEDAR RAPIDS	27494.16	137.4708	57.0	19.2968077381	52402	1555.95	7.77975	45.95465	9190.93	5626.63	7304.9	Story
278	3710	COLUMBUS JUNCTION	5657.64	245.984347826	58.0	17.1708695652	52738	381.0	16.5652173913	82.0539130435	1887.24	9600.9	2825.2	Greene
279	3712	MONTEZUMA	14675.45	99.1584459459	79.0	17.140460103	50171	971.0	6.56081081081	33.1126351351	4900.67	2875.25	130.81	Polk
280	3713	MASON CITY	47366.88	203.291330472	17.0	14.843351727	50401	3891.0	16.6995708155	68.1370815451	15875.94	1583.13	10626.06	Woodbury
281	3715	DAVENPORT	16548.95	84.4334183673	82.0	22.0947886297	52807	903.81	4.6112755102	28.1655612245	5520.45	6138.54	8810.08	Iowa
282	3717	SUMNER	9022.86	34.4383969466	9.0	16.1514705418	50674	685.53	2.61652671756	11.4924427481	3011.02	12345.42	65847.53	Polk
283	3719	MARSHALLTOWN	25413.66	155.91202454	64.0	14.0498393222	50158	2020.5	12.3957055215	52.1315337423	8497.44	8233.2	2665.62	Des Moines
284	3721	DECORAH	49072.02	155.291202532	96.0	14.4990551537	52101	3745.5	11.8528481013	51.9482278481	16415.64	6742.62	9287.52	Polk
285	3722	SIOUX CITY	33500.22	150.901891892	97.0	14.31500429	51106	2653.5	11.9527027027	50.4502702703	11199.96	5320.92	2863.85	Muscatine
286	3723	ONAWA	27713.0	43.099533437	67.0	17.2145240733	51040	2015.71	3.13485225505	14.4035458787	9261.48	6990.86	1676.12	Wapello
287	3726	OTTUMWA	22019.1	147.779194631	90.0	13.1354362416	52501	1824.0	12.2416107383	49.5370469799	7381.02	11776.44	2070.68	Jasper
288	3728	COUNCIL BLUFFS	30198.98	89.8779166667	78.0	18.7990638799	51503	1956.59	5.82318452381	29.9869642857	10075.62	5714.35	4561.96	Carroll
289	3731	DAVENPORT	46132.38	151.75125	82.0	14.7908834586	52807	3407.9	11.2101973684	50.6915131579	15410.22	6381.32	4772.14	Linn
290	3732	ELDRIDGE	29187.48	85.3435087719	82.0	15.9640672588	52748	2311.38	6.75842105263	28.5891812865	9777.5	2156.7	2989.03	
291	3735	OSKALOOSA	27677.41	94.7856506849	10.0	16.5381409002	52577	2135.2	7.31232876712	31.7660273973	9275.68	6297.1	3536.22	Buchanan
292	3738	DUBUQUE	12549.05	73.8179411765	31.0	14.5255098039	52001	1337.65	7.86852941176	24.9635294118	4243.8	4709.4	4619.7	Washington
293	3740	WATERLOO	24676.94	123.3847	7.0	14.9078546986	50702	1610.27	8.05135	41.25655	8251.31	4481.8	1533.66	Linn
294	3742	LEMARS	16030.44	152.670857143	75.0	14.3171836735	51031	1197.0	11.4	50.9394285714	5348.64	1750.11	9283.17	Marion
295	3744	DYERSVILLE	21456.81	100.736197183	31.0	14.7489727252	52040	1751.62	8.22356807512	33.7489201878	7188.52	3497.4	6479.1	Muscatine
296	3747	SIGOURNEY	9245.21	59.646516129	54.0	13.9700276498	52591	817.25	5.27258064516	19.989483871	3098.37	1874.88	3191.1	Linn
297	3749	STORM LAKE	20477.28	220.185806452	11.0	14.805171531	50588	1710.0	18.3870967742	73.6922580645	6853.38	10130.7	4353.46	Black Hawk
298	3756	MANNING	11264.0	50.0622222222	14.0	16.3422169591	51455	810.8	3.60355555556	16.7315555556	3764.6	1890.37	1532.34	Clinton
299	3757	SIOUX CITY	52098.9	158.838109756	97.0	13.9809872242	51108	4050.0	12.3475609756	53.0990853659	17416.5	7606.44	63118.98	Story
300	3761	LENOX	1890.37	54.0105714286	87.0	15.1163537415	50851	146.5	4.18571428571	18.0371428571	631.3	2833.1	2319.13	Scott
301	3762	WINDSOR HEIGHTS	28529.49	84.6572403561	77.0	22.1016720585	50322	1813.81	5.38222551929	28.2581305638	9522.99	2504.24	4371.32	Woodbury
302	3763	HAWARDEN	13500.68	97.1271942446	84.0	15.608987667	51023	1062.24	7.64201438849	32.4650359712	4512.64	9034.26	7625.37	Keokuk
303	3766	NEW HAMPTON	8716.96	64.0952941176	19.0	15.3378608285	50659	845.23	6.21492647059	21.5668382353	2933.09	1055.58	24585.63	Woodbury
304	3769	CEDAR FALLS	55042.92	174.739428571	7.0	13.4785608466	50613	4584.0	14.5523809524	58.4853333333	18422.88	48574.94	1244.69	Polk
305	3772	DES MOINES	26845.27	187.729160839	77.0	21.5747236097	50314	1334.65	9.33321678322	62.6116783217	8953.47	4602.58	4159.36	Dubuque
306	3773	CEDAR RAPIDS	232066.78	249.534172043	57.0	24.6390642601	52401	12549.97	13.4945913978	83.219172043	77393.83	11921.76	5071.3	Lee
307	3774	DUBUQUE	15309.07	125.484180328	31.0	11.133735363	52001	1724.25	14.1331967213	42.2587704918	5155.57	2306.88	5499.96	Winnebago
308	3776	DAVENPORT	51421.2	156.295440729	82.0	14.7093718338	52806	3595.5	10.9285714286	52.2271732523	17182.74	1331.64	1514.25	Pottawattamie
309	3778	DES MOINES	10820.72	48.5234080717	77.0	21.4433234174	50310	608.77	2.7299103139	16.1898206278	3610.33	1935.21	4377.24	Polk
310	3779	FORT DODGE	5435.14	98.8207272727	94.0	16.0560692641	50501	459.4	8.35272727273	33.0154545455	1815.85	10062.43	10676.48	Grundy
311	3782	GUTTENBURG	11397.73	103.615727273	22.0	13.902534632	52052	887.3	8.06636363636	34.6405454545	3810.46	4709.89	803.48	Jackson
312	3783	POCAHONTAS	21527.77	88.2285655738	76.0	15.5706099778	50574	1995.84	8.17967213115	29.8975819672	7295.01	4234.02	6864.75	Cherokee
313	3784	INDEPENDENCE	25800.13	123.445598086	10.0	16.5985121896	50644	1794.39	8.58559808612	41.1911004785	8608.94	5779.92	102.06	Plymouth
314	3785	DES MOINES	13057.3	70.2005376344	77.0	18.8304779085	50315	962.15	5.17284946237	23.422311828	4356.55	4193.76	3624.31	Boone
315	3789	OSKALOOSA	24149.4	206.405128205	62.0	15.0085470085	52577	1800.0	15.3846153846	69.0087179487	8074.02	1073.76	2004.42	Story
316	3790	MT PLEASANT	27335.64	193.869787234	44.0	15.3206754475	52641	2037.0	14.4468085106	64.7795744681	9133.92	9046.09	1319.05	Dubuque
317	3803	STRAWBERRY POINT	4281.48	115.715675676	22.0	11.1361647362	52076	406.5	10.9864864865	38.6237837838	1429.08	4585.08	7069.83	Sioux
318	3805	DAVENPORT	38364.56	129.61	82.0	26.2744781412	52084	1685.68	5.69486486486	43.2283445946	12795.59	2766.17	4772.75	Jackson
319	3806	WEST DES MOINES	24603.3	201.666393443	77.0	18.5584289617	50266	1377.3	11.2893442623	67.3308196721	8214.36	3549.72	4498.38	Shelby
320	3808	LA PORTE CITY	11738.16	60.8194818653	7.0	15.3062714622	50651	953.95	4.94274611399	20.4189119171	3940.85	1262.37	2845.1	Polk
321	3811	KEOKUK	19715.34	154.02609375	56.0	14.7588244048	52632	1503.0	11.7421875	51.43171875	6583.26	56443.62	11226.78	
322	3813	MOUNT AYR	9448.68	83.6166371681	80.0	12.5880952381	50854	813.75	7.20132743363	27.957079646	3159.15	3338.59	10155.24	Benton
323	3814	WEST DES MOINES	247417.42	2061.81183333	25.0	27.8608452381	50266	12984.0	108.2	691.704	83004.48	4946.14	1444.26	Scott
324	3816	RED OAK	15948.97	83.9419473684	69.0	17.4274041353	51566	1189.89	6.26257894737	28.0285263158	5325.42	4160.36	2881.2	Cerro Gordo
325	3818	KNOXVILLE	19976.56	31.8098089172	63.0	17.4195244954	50138	1352.93	2.15434713376	10.6209713376	6669.97	51033.86	2028.12	Johnson
326	3819	DECORAH	24181.86	79.5455921053	96.0	17.8139666916	52101	1918.89	6.31213815789	26.6039802632	8087.61	1264.93	2136.12	Mahaska
327	3820	SIOUX CITY	172792.22	210.9795116	97.0	20.524942781	51103	9760.14	11.9171428571	70.3909401709	57650.18	3711.98	1611.86	Johnson
328	3822	SWISHER	5395.65	42.8226190476	52.0	21.1624778215	52338	320.38	2.5426984127	14.3219047619	1804.56	214.56	1568.36	Polk
329	3825	DES MOINES	18004.38	92.8060824742	77.0	20.1593473663	50316	1119.0	5.76804123711	30.9656701031	6007.34	4591.15	1838.82	Polk
330	3826	OSCEOLA	1644.84	149.530909091	20.0	12.3000865801	50213	150.0	13.6363636364	49.8545454545	548.4	6652.26	1628.24	Kossuth
331	3829	MOUNT VERNON	12884.31	59.6495833333	57.0	15.5845061728	52314	1002.75	4.64236111111	19.9875925926	4317.32	1824.2	11828.88	Hardin
332	3830	CRESTON	31623.3	163.851295337	88.0	14.630984456	50801	2367.0	12.2642487047	54.8723316062	10590.36	4127.4	1136.42	Linn
333	3831	MADRID	8566.47	56.3583552632	8.0	14.8814091149	50156	691.26	4.54776315789	18.8157894737	2860.0	9240.54	6639.48	Polk
334	3833	ATLANTIC	17016.06	157.556111111	15.0	13.7545855379	50022	1467.0	13.5833333333	52.65	5686.2	2267.87	2419.98	Cerro Gordo
335	3838	BETTENDORF	43016.15	164.812835249	48.0	15.762334428	52722	2951.25	11.3074712644	55.1159770115	14385.27	6050.89	5879.7	Butler
336	3841	DUBUQUE	7184.5	43.2801204819	31.0	14.0141671196	52001	706.89	4.25837349398	14.5204819277	2410.4	142.98	3366.09	Winnebago
337	3842	BANCROFT	32827.2	101.318518519	55.0	17.8993913023	50517	2322.57	7.16842592593	33.8328395062	10961.84	1500.73	1474.05	Iowa
338	3845	OTHO	1860.06	97.8978947368	94.0	12.9162907268	50569	154.5	8.13157894737	32.7031578947	621.36	3194.39	2272.53	Tama
339	3849	DYERSVILLE	8149.51	83.1582653061	31.0	16.5285325559	52040	634.55	6.475	27.8093877551	2725.32	1231.9	3216.31	Black Hawk
340	3853	DAVENPORT	14970.24	139.908785047	82.0	19.3161159909	52804	985.18	9.20728971963	46.6755140187	4994.28	4735.92	11355.66	Clarke
341	3855	STORM LAKE	7747.87	68.5652212389	11.0	19.6065012642	50588	524.91	4.64522123894	22.8788495575	2585.31	4368.13	2209.08	Buena Vista
342	3857	WAUKON	31604.56	99.6989274448	3.0	15.8081824603	52172	2225.12	7.01930599369	33.2765930599	10548.68	7131.72	1450.37	Marshall
343	3858	DAVENPORT	18985.81	68.7891666667	82.0	17.0352849742	52806	1477.66	5.35384057971	23.0050724638	6349.4	318.91	1295.76	Johnson
344	3859	INDEPENDENCE	26230.26	194.298222222	10.0	14.9074144621	50644	1995.0	14.7777777778	64.844	8753.94	1346.88	3111.35	Mahaska
345	3864	SCHALLER	1056.37	70.4246666667	81.0	14.4883492063	51053	90.75	6.05	23.4846666667	352.27	13585.26	3612.18	Cerro Gordo
346	3866	AMES	12133.42	173.334571429	85.0	18.3200170068	50010	704.7	10.0671428571	57.8002857143	4046.02	7153.37	2851.27	Black Hawk
347	3868	MARION	60912.54	168.732797784	57.0	14.2789341775	52302	4837.5	13.4002770083	56.376232687	20351.82	1744.38	1475.69	Buchanan
348	3869	CORALVILLE	35050.15	51.6963864307	52.0	22.577636971	52241	1764.75	2.60287610619	17.252920354	11697.48	2081.94	4070.1	Linn
349	3870	ALTOONA	9749.34	180.543333333	77.0	20.422292769	50009	517.5	9.58333333333	60.3766666667	3260.34	2026.32	1625.31	Scott
350	3871	WEST DES MOINES	9398.2	180.734615385	77.0	19.8006639194	50266	494.7	9.51346153846	60.3261538462	3136.96	2482.68	2963.4	Linn
351	3872	DUBUQUE	6713.22	163.737073171	31.0	19.5565156794	52003	360.0	8.78048780488	54.62	2239.42	1181.42	20558.16	Polk
352	3873	CORALVILLE	17021.34	175.477731959	52.0	18.4603043692	52241	978.0	10.0824742268	58.5432989691	5678.7	2928.66	4318.28	Linn
353	3876	MANSON	6387.86	69.4332608696	13.0	14.3289518634	50563	492.62	5.35456521739	23.1788043478	2132.45	2242.56	2958.66	Appanoose
354	3877	DES MOINES	14305.82	174.461219512	77.0	19.9706286295	50322	762.6	9.3	58.3348780488	4783.46	3018.8	6179.33	Lee
355	3879	SIOUX CITY	11804.84	171.084637681	97.0	18.9646290545	51106	651.9	9.44782608696	57.208115942	3947.36	10907.73	5223.12	Story
356	3880	COUNCIL BLUFFS	10512.68	219.014166667	78.0	22.8817286706	51503	500.1	10.41875	73.0241666667	3505.16	1370.95	11597.66	Story
357	3881	MARSHALLTOWN	46690.89	196.180210084	64.0	20.241432573	50158	2659.2	11.1731092437	65.500210084	15589.05	5928.9	4605.58	Boone
358	3882	DAVENPORT	4969.34	54.0145652174	82.0	15.1606096035	52802	419.74	4.56239130435	18.0172826087	1657.59	4748.16	6649.5	Emmet
359	3886	ANAMOSA	30174.78	214.005531915	53.0	15.097723742	52205	2386.5	16.9255319149	71.514893617	10083.6	5664.54	2138.0	Poweshiek
360	3888	GRINNELL	20069.4	165.862809917	79.0	14.3689413617	50112	1543.5	12.7561983471	55.5123966942	6717.0	4052.72	2108.94	Dubuque
361	3889	WAVERLY	21290.94	204.720576923	9.0	13.5321886447	50677	1888.5	18.1586538462	68.4248076923	7116.18	1556.64	1311.18	Story
